Id,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,danceability,genre_label
3633,0.891,11,-7.725,0,0.0487,0.00193,0.82,0.13,0.365,129,423415,3,0.762,1
3634,0.862,0,-6.606,1,0.0551,0.000707,0.865,0.0738,0.0736,124.987,395520,4,0.739,1
3635,0.98,1,-8.415,1,0.0398,0.0403,0.893,0.111,0.303,132.009,436364,4,0.568,1
3636,0.864,10,-1.847,0,0.133,0.0116,0,0.0957,0.747,170.95,257907,4,0.767,0
3637,0.508,10,-13.165,0,0.515,0.000347,0.00996,0.0917,0.862,179.257,327400,4,0.764,0
3638,0.834,1,-8.926,1,0.0646,0.000188,0.366,0.172,0.0915,133.013,394068,4,0.701,1
3639,0.55,6,-8.829,1,0.0685,0.0233,0,0.0731,0.728,180.082,249907,4,0.752,0
3640,0.904,2,-9.654,1,0.0582,0.00182,0.924,0.112,0.26,126.992,313701,4,0.851,1
3641,0.797,7,-6.627,1,0.152,0.00257,0,0.272,0.886,180.458,269973,4,0.83,0
3642,0.739,8,-9.5,0,0.338,0.696,9.37E-06,0.164,0.749,180.612,237427,4,0.729,0
3643,0.395,8,-5.943,1,0.165,0.634,0.00478,0.154,0.814,191.784,272053,4,0.711,0
3644,0.388,0,-9.143,1,0.282,0.147,0,0.394,0.294,150.02,161000,4,0.776,0
3645,0.923,7,-10.907,1,0.0507,0.118,0.921,0.154,0.524,126.016,403857,4,0.734,1
3646,0.974,6,-4.768,1,0.0654,0.000525,0.857,0.518,0.292,125.002,303360,4,0.679,1
3647,0.295,0,-11.237,0,0.544,0.554,3.09E-05,0.3,0.634,173.894,169320,4,0.639,0
3648,0.943,6,-7.193,1,0.121,0.00111,0.807,0.913,0.694,136.969,343358,4,0.676,1
3649,0.915,4,-9.92,0,0.0652,0.0613,0.918,0.111,0.16,127.017,427905,4,0.694,1
3650,0.672,1,-11.792,1,0.412,0.125,1.04E-06,0.147,0.688,206.247,286440,4,0.59,0
3651,0.75,8,-7.509,0,0.105,0.246,0.0178,0.167,0.557,185.56,272507,4,0.654,0
3652,0.832,7,-6.827,1,0.269,0.325,0,0.504,0.825,190.098,172893,4,0.728,0
3653,0.865,10,-7.522,0,0.0499,0.000601,0.873,0.148,0.697,136.01,315728,4,0.745,1
3654,0.817,7,-8.63,1,0.173,0.000751,0.847,0.133,0.045,127.048,411960,4,0.722,1
3655,0.458,6,-10.86,0,0.207,0.389,0,0.251,0.225,159.622,250593,4,0.404,0
3656,0.775,2,-4.926,1,0.172,0.0553,0,0.129,0.635,157.036,157643,4,0.66,0
3657,0.974,7,-8.464,1,0.0468,0.135,0.843,0.0822,0.223,128.013,386250,4,0.733,1
3658,0.877,7,-4.694,0,0.371,0.166,0,0.0481,0.557,166.242,223553,4,0.553,0
3659,0.549,6,-7.555,0,0.039,0.317,0,0.104,0.186,120.073,312427,4,0.652,0
3660,0.835,6,-11.259,0,0.0448,0.000695,0.733,0.379,0.189,130.019,464537,4,0.598,1
3661,0.634,11,-8.433,0,0.34,0.0421,0,0.362,0.352,179.862,155502,4,0.587,0
3662,0.483,8,-11.298,0,0.371,0.609,3.77E-05,0.145,0.116,131.883,220402,3,0.826,0
3663,0.54,1,-13.001,1,0.0557,0.0104,0.0205,0.111,0.16,130.002,341738,4,0.695,1
3664,0.766,1,-6.94,1,0.0452,0.000129,0.905,0.128,0.0304,131.029,215059,4,0.713,1
3665,0.709,10,-5.681,0,0.303,0.0861,0,0.0581,0.621,190.322,214787,4,0.638,0
3666,0.71,9,-5.158,0,0.0805,0.0565,7.24E-06,0.0632,0.398,148.385,302133,4,0.385,0
3667,0.738,7,-10.139,1,0.157,0.00826,0,0.26,0.573,195.754,252307,4,0.715,0
3668,0.753,7,-14.385,1,0.047,0.0127,0.825,0.116,0.23,134.005,436213,4,0.643,1
3669,0.761,7,-14.264,1,0.0403,0.0436,0.879,0.112,0.0717,128.007,425673,4,0.649,1
3670,0.713,11,-7.062,0,0.254,0.0248,2.05E-06,0.121,0.709,185.808,211893,4,0.838,0
3671,0.796,4,-8.515,0,0.0406,0.00246,0.817,0.11,0.0761,128.001,363751,4,0.701,1
3672,0.549,1,-13.101,0,0.268,0.011,0,0.176,0.343,202.27,298533,4,0.954,0
3673,0.797,4,-9.521,0,0.0731,0.00728,0.886,0.103,0.174,130.009,358783,4,0.652,1
3674,0.63,9,-6.211,1,0.0395,0.0131,0,0.142,0.163,161.024,131213,4,0.63,0
3675,0.8,4,-9.649,1,0.0474,0.000158,0.865,0.0605,0.258,131.994,393312,4,0.672,1
3676,0.74,6,-12.776,1,0.0967,0.0223,0.75,0.113,0.239,128.002,397500,4,0.789,1
3677,0.753,10,-4.606,0,0.273,0.0229,0.0641,0.3,0.184,158.55,164640,4,0.346,0
3678,0.847,1,-13.315,1,0.0459,0.125,0.825,0.112,0.193,130.002,487385,4,0.64,1
3679,0.513,1,-10.029,1,0.305,0.0913,0,0.267,0.628,182.954,152373,4,0.901,0
3680,0.895,1,-7.142,0,0.0688,2.21E-05,0.869,0.105,0.142,128.996,421626,4,0.695,1
3681,0.658,4,-6.049,0,0.0773,0.154,8.84E-06,0.145,0.597,138.764,243747,4,0.435,0
3682,0.585,6,-6.722,0,0.0667,0.0034,0,0.234,0.578,196.164,224052,4,0.8,0
3683,0.644,11,-8.582,0,0.0519,0.00879,0.902,0.109,0.0336,128.002,385200,4,0.802,1
3684,0.732,10,-8.778,0,0.057,0.00031,0.885,0.0495,0.174,124.004,428381,4,0.753,1
3685,0.473,8,-8.336,1,0.461,0.626,0,0.119,0.138,168.132,197822,4,0.623,0
3686,0.625,7,-15.553,1,0.0604,0.00206,0.893,0.111,0.0277,129.02,403875,4,0.703,1
3687,0.683,6,-8.758,0,0.211,0.00531,4.43E-05,0.175,0.461,185.476,247333,4,0.856,0
3688,0.972,6,-6.223,1,0.139,0.000876,0.87,0.112,0.158,128.032,337478,4,0.575,1
3689,0.871,1,-5.781,0,0.415,0.433,0,0.477,0.232,178.372,579293,4,0.673,0
3690,0.792,10,-8.21,0,0.156,0.0343,0.00217,0.312,0.843,188.284,296267,4,0.754,0
3691,0.825,8,-4.289,1,0.22,0.0923,0.00057,0.24,0.429,189.714,187280,4,0.759,0
3692,0.727,2,-10.349,1,0.0478,0.00149,0.888,0.11,0.0892,120.005,597948,4,0.805,1
3693,0.829,1,-3.801,1,0.49,0.179,0,0.241,0.61,118.934,253067,4,0.669,0
3694,0.924,6,-3.354,0,0.31,0.0989,0,0.466,0.791,192.716,236133,4,0.633,0
3695,0.489,10,-9.382,0,0.193,0.542,0,0.106,0.276,114.037,225609,4,0.535,0
3696,0.713,6,-2.752,0,0.366,0.255,0,0.0708,0.777,180.102,193467,4,0.899,0
3697,0.722,11,-11.766,0,0.256,0.0243,0.741,0.126,0.429,140.02,280079,4,0.829,1
3698,0.96,1,-8.356,1,0.0623,0.0146,0.864,0.107,0.384,125.006,464960,4,0.671,1
3699,0.597,9,-3.24,0,0.227,0.0371,0,0.138,0.898,194.224,253800,4,0.932,0
3700,0.936,8,-4.576,1,0.263,0.316,0.000384,0.261,0.283,162.61,234487,4,0.526,0
3701,0.771,6,-3.815,0,0.35,0.165,0,0.112,0.701,180.335,274680,4,0.532,0
3702,0.965,6,-6.284,0,0.0503,0.003,0.867,0.122,0.105,133.988,401306,4,0.568,1
3703,0.916,2,-10.615,1,0.0602,0.000683,0.925,0.0982,0.0813,133.016,351880,4,0.768,1
3704,0.742,11,-7.376,0,0.229,0.0111,0.272,0.107,0.339,126.01,382857,4,0.939,1
3705,0.88,7,-10.892,1,0.0604,0.000163,0.702,0.611,0.112,135.989,373779,4,0.502,1
3706,0.907,1,-7.124,1,0.0382,0.0107,0.899,0.107,0.177,130.008,428308,4,0.802,1
3707,0.958,4,-9.778,0,0.059,0.199,0.902,0.357,0.127,135.002,238855,4,0.655,1
3708,0.902,7,-6.388,1,0.043,0.00743,0.906,0.156,0.113,130.007,465692,4,0.711,1
3709,0.899,4,-11.316,0,0.039,0.0053,0.751,0.0964,0.0766,134.992,437146,4,0.519,1
3710,0.918,11,-9.538,0,0.043,0.00107,0.761,0.111,0.301,130.007,379678,4,0.693,1
3711,0.747,9,-4.881,0,0.0464,0.097,2.14E-06,0.343,0.145,185.582,412970,4,0.556,0
3712,0.921,1,-6.859,1,0.0479,0.00208,0.896,0.0972,0.264,128.998,448686,4,0.718,1
3713,0.878,8,-9.484,1,0.15,0.0461,0,0.334,0.418,205.696,258688,4,0.834,0
3714,0.754,11,-8.342,1,0.0557,0.0151,0.846,0.105,0.31,124.003,452185,4,0.804,1
3715,0.842,10,-9.417,0,0.0491,0.000555,0.905,0.0884,0.0785,126.021,460952,4,0.787,1
3716,0.942,7,-7.325,1,0.0664,5.08E-05,0.791,0.117,0.173,132.996,420724,4,0.546,1
3717,0.27,4,-11.365,0,0.0586,0.0446,0.00288,0.0925,0.0405,136.986,219559,3,0.36,0
3718,0.788,7,-10.2,1,0.0623,0.0243,0.888,0.11,0.0489,128.005,288750,4,0.66,1
3719,0.355,10,-7.757,0,0.065,0.76,7.01E-05,0.114,0.437,119.513,260776,3,0.64,0
3720,0.843,1,-2.271,1,0.39,0.428,0,0.164,0.919,199.946,202785,4,0.53,0
3721,0.636,1,-11.345,1,0.0513,0.00146,0.893,0.0937,0.13,124.003,391636,4,0.809,1
3722,0.892,6,-6.363,0,0.196,0.023,0.000897,0.264,0.595,200.014,180493,4,0.942,0
3723,0.49,6,-8.401,1,0.405,0.716,0,0.125,0.822,152.82,225336,4,0.673,0
3724,0.697,9,-3.439,1,0.28,0.145,0,0.287,0.67,187.882,229827,4,0.901,0
3725,0.676,5,-5.959,0,0.0378,0.484,0,0.212,0.827,141.989,164155,4,0.655,0
3726,0.73,11,-9.08,0,0.0655,3.69E-05,0.857,0.0677,0.221,126.003,460246,4,0.741,1
3727,0.801,11,-8.886,0,0.0984,0.000682,0.702,0.107,0.0436,132.056,430000,4,0.633,1
3728,0.801,2,-8.508,1,0.0613,9.72E-05,0.852,0.0979,0.188,125.996,510968,4,0.675,1
3729,0.819,7,-10.042,1,0.173,0.00979,0.887,0.477,0.0748,129.97,394153,4,0.7,1
3730,0.696,1,-7.157,0,0.163,0.00431,0.000639,0.3,0.261,177.962,231910,4,0.573,0
3731,0.896,7,-5.915,1,0.108,0.0164,0.866,0.103,0.57,128.001,506250,4,0.696,1
3732,0.806,0,-7.805,1,0.265,0.00763,0.00536,0.101,0.618,189.986,289907,4,0.803,0
3733,0.624,10,-7.984,0,0.05,0.000445,0.865,0.0915,0.0382,128.998,345121,4,0.705,1
3734,0.781,2,-8.207,1,0.365,0.105,0,0.154,0.51,178.65,304733,4,0.627,0
3735,0.661,4,-8.684,1,0.192,0.00996,0,0.343,0.335,149.818,260987,4,0.394,0
3736,0.636,4,-6.417,0,0.221,0.0574,0,0.249,0.147,150.009,257827,4,0.825,0
3737,0.886,4,-6.362,0,0.266,0.29,0,0.176,0.609,177.81,226629,4,0.671,0
3738,0.833,5,-3.496,0,0.505,0.152,0,0.157,0.273,177.484,242893,4,0.457,0
3739,0.816,10,-14.793,0,0.0392,0.0453,0.962,0.109,0.0349,132.008,386580,4,0.654,1
3740,0.72,1,-3.347,0,0.149,0.0369,0.000389,0.326,0.962,107.17,206107,4,0.97,0
3741,0.634,1,-11.25,1,0.0354,0.0357,0.9,0.112,0.162,129.999,409238,4,0.655,1
3742,0.866,11,-8.033,0,0.121,0.000234,0.919,0.103,0.678,127.994,436111,4,0.798,1
3743,0.857,4,-5.85,0,0.106,0.000387,0.0841,0.0644,0.614,192.278,258067,4,0.83,0
3744,0.669,6,-7.874,1,0.282,0.0823,0,0.342,0.553,192.538,299627,4,0.647,0
3745,0.777,7,-6.349,1,0.0668,0.000364,0.137,0.0872,0.218,127.008,336378,4,0.819,1
3746,0.89,9,-6.065,0,0.26,0.117,0,0.313,0.67,173.978,283760,4,0.612,0
3747,0.589,1,-11.144,0,0.0467,0.000512,0.907,0.111,0.0344,128.989,362932,4,0.658,1
3748,0.64,5,-7.905,0,0.332,0.0281,0,0.099,0.915,166.028,240027,3,0.725,0
3749,0.977,1,-5.274,1,0.0573,0.000166,0.934,0.111,0.0352,135.984,426537,4,0.767,1
3750,0.968,1,-9.061,1,0.0549,0.115,0.825,0.149,0.393,139.006,387867,4,0.58,1
3751,0.873,2,-11.538,1,0.0657,0.00144,0.853,0.0698,0.0391,130.002,410000,4,0.714,1
3752,0.801,1,-8.712,0,0.0468,0.00369,0.894,0.0623,0.0867,128,283594,4,0.753,1
3753,0.671,6,-8.66,0,0.08,0.00038,0.925,0.0923,0.097,128.001,423040,4,0.796,1
3754,0.918,7,-6.126,1,0.0452,0.00257,0.666,0.704,0.0966,127.01,455456,4,0.712,1
3755,0.733,9,-3.343,0,0.248,0.243,0,0.184,0.218,183.206,256048,4,0.74,0
3756,0.896,5,-5.311,0,0.251,0.318,0,0.186,0.79,181.244,305280,4,0.662,0
3757,0.496,6,-15.398,0,0.1,0.0171,0.881,0.109,0.18,125.016,360000,4,0.814,1
3758,0.475,3,-8.345,1,0.486,0.00135,6.88E-05,0.186,0.717,148.033,253840,4,0.907,0
3759,0.778,0,-3.378,0,0.0523,0.0904,0,0.0774,0.287,116.052,165539,4,0.623,0
3760,0.923,6,-9.174,0,0.062,0.000856,0.866,0.113,0.0365,128.032,387700,3,0.729,1
3761,0.939,11,-8.452,0,0.0347,0.00975,0.831,0.0938,0.103,130.011,454387,4,0.679,1
3762,0.538,8,-7.206,1,0.0696,0.0242,0,0.273,0.57,143.921,150160,4,0.642,0
3763,0.911,2,-9.855,1,0.0503,2.66E-05,0.888,0.11,0.049,132.998,351335,4,0.749,1
3764,0.609,11,-7.519,0,0.037,0.263,0.00101,0.233,0.482,191.964,210200,3,0.653,0
3765,0.765,11,-7.345,0,0.0553,0.00074,0.814,0.595,0.219,129.997,568645,4,0.751,1
3766,0.894,1,-7.41,1,0.0512,0.00238,0.904,0.0904,0.12,128.018,333750,4,0.724,1
3767,0.557,6,-11.264,1,0.243,0.651,0.000123,0.262,0.897,185.628,229320,4,0.729,0
3768,0.707,7,-10.083,1,0.0463,0.0182,0.626,0.102,0.235,126.47,341004,4,0.672,1
3769,0.841,11,-6.488,1,0.0558,0.000994,0.874,0.0473,0.197,123.994,478065,4,0.696,1
3770,0.651,8,-4.452,0,0.176,0.0316,1.83E-05,0.0942,0.511,137.184,228042,5,0.743,0
3771,0.661,6,-6.562,0,0.376,0.145,0,0.12,0.369,175.824,292520,4,0.731,0
3772,0.768,1,-4.812,0,0.199,0.238,0,0.0953,0.522,157.032,223427,4,0.752,0
3773,0.906,0,-5.533,0,0.113,0.000188,0.815,0.11,0.235,128.024,410625,4,0.795,1
3774,0.713,10,-4.489,0,0.351,0.343,0,0.102,0.615,137.36,266080,4,0.692,0
3775,0.587,10,-7.893,0,0.325,0.174,0,0.899,0.813,180.536,253133,4,0.722,0
3776,0.885,4,-8.94,0,0.0524,0.00142,0.871,0.083,0.25,129.002,426034,4,0.583,1
3777,0.67,1,-6.295,1,0.0604,0.00314,0.00022,0.122,0.727,155.954,201398,4,0.414,0
3778,0.835,1,-7.524,1,0.0641,0.0727,0.87,0.105,0.154,134.002,379100,4,0.64,1
3779,0.56,5,-7.324,0,0.17,0.00698,1.85E-05,0.284,0.658,192.332,236611,4,0.804,0
3780,0.893,7,-6.009,1,0.064,0.000723,0.895,0.699,0.602,126.013,411429,4,0.748,1
3781,0.752,0,-2.461,1,0.272,0.39,7.96E-05,0.106,0.791,190.754,206947,4,0.865,0
3782,0.794,1,-8.611,1,0.0536,0.000155,0.911,0.09,0.27,126.006,402905,4,0.825,1
3783,0.805,7,-8.348,1,0.089,0.000423,0.814,0.111,0.0469,130.002,458060,4,0.618,1
3784,0.859,1,-2.341,0,0.447,0.0727,0,0.304,0.592,188.144,252613,4,0.605,0
3785,0.946,7,-9.325,1,0.0663,0.00244,0.453,0.116,0.239,129.986,340934,3,0.53,1
3786,0.699,7,-6.514,1,0.0466,0.107,0,0.114,0.386,133.931,234213,4,0.622,0
3787,0.939,1,-6.719,1,0.0555,0.0194,0.894,0.0994,0.396,130.005,448000,4,0.755,1
3788,0.771,1,-7.033,1,0.39,0.0386,0,0.769,0.556,163.802,243479,4,0.531,0
3789,0.571,8,-7.054,1,0.222,0.378,0,0.103,0.0911,145.021,203573,4,0.68,0
3790,0.817,5,-6.429,1,0.107,0.69,0.000652,0.198,0.482,163.966,444956,4,0.681,0
3791,0.931,7,-10.398,1,0.0795,0.179,0.582,0.105,0.352,130.983,375810,4,0.66,1
3792,0.774,10,-5.273,0,0.0555,0.434,3.34E-06,0.114,0.219,200.01,212467,4,0.731,0
3793,0.671,5,-9.492,0,0.0646,0.0157,0.104,0.103,0.249,126.983,257007,4,0.773,1
3794,0.943,5,-6.254,0,0.264,0.0351,0.000259,0.328,0.718,171.811,232000,4,0.641,0
3795,0.722,1,-7.854,0,0.0861,0.000399,0.902,0.101,0.505,127.003,416693,4,0.8,1
3796,0.144,11,-9.659,1,0.273,0.807,0.000425,0.11,0.692,105.463,174700,4,0.836,0
3797,0.831,1,-10.545,1,0.0335,0.019,0.952,0.105,0.145,133.995,383266,3,0.49,1
3798,0.71,4,-10.136,1,0.0461,0.000175,0.665,0.0899,0.258,123.995,377496,4,0.798,1
3799,0.876,7,-6.749,1,0.0403,7.75E-05,0.929,0.0719,0.0389,127.995,519935,4,0.725,1
3800,0.861,4,-7.705,0,0.26,0.0977,0.0014,0.0946,0.556,171.568,366293,4,0.558,0
3801,0.553,11,-15.648,0,0.0305,0.423,0.931,0.139,0.177,127.005,336374,4,0.716,1
3802,0.796,7,-8.502,1,0.0481,0.00369,0.924,0.336,0.087,124.001,465968,4,0.665,1
3803,0.424,7,-8.176,0,0.205,0.55,0,0.124,0.316,196.314,188571,4,0.675,0
3804,0.613,1,-5.161,1,0.388,0.0379,0,0.377,0.301,154.913,226273,4,0.822,0
3805,0.641,1,-8.418,1,0.0369,0.0921,0.523,0.0926,0.0825,125.013,378950,4,0.868,1
3806,0.876,4,-2.856,0,0.228,0.0731,0,0.351,0.457,202.554,258467,4,0.792,0
3807,0.712,1,-9.433,1,0.0431,0.0848,0,0.479,0.386,114.998,154000,4,0.601,0
3808,0.91,11,-8.114,0,0.107,0.028,0.909,0.106,0.0382,129.995,387692,5,0.751,1
3809,0.762,2,-6.149,0,0.0347,0.0498,0.00819,0.121,0.112,184.04,159987,4,0.602,0
3810,0.819,11,-5.189,1,0.158,0.292,0,0.515,0.811,139.969,236280,4,0.801,0
3811,0.84,5,-8.022,0,0.0434,0.00352,0.878,0.158,0.239,130.001,494769,4,0.715,1
3812,0.642,1,-9.367,1,0.042,0.0668,0,0.161,0.202,135.129,265000,4,0.673,0
3813,0.899,7,-1.946,1,0.334,0.0659,0,0.126,0.387,120.667,256600,5,0.492,0
3814,0.497,7,-9.236,1,0.266,0.0192,0,0.109,0.463,120.016,162750,4,0.902,0
3815,0.813,3,-10.28,1,0.0381,0.033,0.901,0.111,0.0854,135.002,377879,4,0.638,1
3816,0.738,11,-7.209,1,0.414,0.28,0,0.621,0.599,175.427,288200,4,0.516,0
3817,0.899,11,-7.981,0,0.074,0.0508,0.85,0.112,0.0788,132.993,482833,4,0.723,1
3818,0.705,3,-5.276,0,0.0966,0.0871,0,0.154,0.21,183.43,242890,4,0.594,0
3819,0.564,1,-7.52,1,0.109,0.0138,0,0.144,0.639,189.974,298707,4,0.647,0
3820,0.699,5,-3.222,1,0.196,0.111,0,0.131,0.803,188.138,272533,4,0.834,0
3821,0.5,4,-11.755,0,0.0941,0.151,0.0359,0.135,0.187,161.994,165957,4,0.635,0
3822,0.745,10,-6.19,0,0.106,0.00436,0,0.345,0.269,134.068,274053,4,0.53,0
3823,0.446,1,-9.818,1,0.424,0.452,0,0.161,0.685,191.036,251309,4,0.871,0
3824,0.532,4,-4.833,0,0.0777,0.00554,0,0.292,0.156,178.158,174182,4,0.606,0
3825,0.791,10,-13.492,0,0.0492,0.00502,0.879,0.374,0.137,134.979,365000,4,0.454,1
3826,0.762,9,-4.773,0,0.153,0.0658,0,0.104,0.869,148.016,297933,4,0.908,0
3827,0.562,8,-7.884,1,0.0662,0.453,0.000285,0.13,0.507,139.997,206500,4,0.905,0
3828,0.678,10,-9.169,0,0.134,6.77E-05,0.833,0.103,0.16,131.001,443359,4,0.652,1
3829,0.968,6,-3.795,1,0.0528,0.000102,0.874,0.0804,0.0804,137.014,381902,4,0.632,1
3830,0.812,1,-6.431,1,0.393,0.0185,0,0.481,0.678,183.529,180000,4,0.544,0
3831,0.449,6,-8.549,0,0.252,0.814,0.575,0.106,0.0738,158.861,401933,4,0.63,0
3832,0.605,8,-7.371,1,0.0393,0.00481,0,0.0605,0.394,126.091,292707,4,0.652,0
3833,0.874,4,-4.693,0,0.176,0.156,0,0.245,0.632,179.79,309724,4,0.635,0
3834,0.801,0,-7.259,0,0.0523,0.000239,0.898,0.0956,0.463,132.996,351971,4,0.703,1
3835,0.647,0,-9.101,1,0.0537,0.105,0.9,0.0715,0.272,125.009,414720,4,0.752,1
3836,0.789,6,-7.245,0,0.0926,0.0469,0.821,0.0675,0.614,128.988,346046,4,0.745,1
3837,0.728,10,-12.058,0,0.234,0.00569,0.000819,0.0649,0.599,201.684,319907,4,0.836,0
3838,0.943,1,-7.255,1,0.044,0.000154,0.916,0.0979,0.0375,125.007,499329,4,0.769,1
3839,0.531,8,-10.76,1,0.0372,0.00898,0.785,0.0652,0.407,123.98,425280,3,0.684,1
3840,0.782,8,-8.843,1,0.0582,7.66E-05,0.894,0.119,0.0387,131.026,406066,4,0.698,1
3841,0.857,11,-8.385,0,0.0833,0.00135,0.707,0.197,0.307,128.02,421222,4,0.743,1
3842,0.58,9,-6.164,1,0.215,0.0021,0,0.11,0.434,171,213358,4,0.874,0
3843,0.552,1,-5.206,0,0.354,0.281,3.80E-05,0.329,0.406,187.074,178040,4,0.633,0
3844,0.984,7,-8.818,1,0.0627,0.0042,0.847,0.117,0.127,133.001,359773,4,0.635,1
3845,0.836,6,-2.949,0,0.352,0.0163,0.00107,0.129,0.388,107.595,256227,5,0.687,0
3846,0.547,9,-12.085,1,0.131,0.0312,1.34E-06,0.326,0.492,173.152,259280,4,0.802,0
3847,0.912,1,-10.101,1,0.0494,0.00233,0.853,0.102,0.142,130.001,416883,4,0.678,1
3848,0.861,10,-9.169,0,0.055,0.00538,0.936,0.0838,0.1,125.988,428544,4,0.791,1
3849,0.693,1,-10.669,0,0.0771,0.00524,0.87,0.107,0.248,129.995,326665,4,0.706,1
3850,0.809,6,-6.581,0,0.0283,7.61E-05,0.897,0.105,0.125,129.998,400620,4,0.684,1
3851,0.813,1,-12.849,1,0.0397,0.000777,0.895,0.112,0.0585,129.986,344354,4,0.661,1
3852,0.995,3,-7.055,0,0.0649,0.000315,0.899,0.0653,0.161,141.998,315200,4,0.632,1
3853,0.404,9,-5.913,0,0.13,0.453,1.57E-06,0.0801,0.759,204.018,236507,4,0.894,0
3854,0.947,2,-8.52,1,0.0442,0.00284,0.839,0.0888,0.395,129.991,418272,4,0.645,1
3855,0.943,11,-6.964,1,0.0516,0.0196,0.521,0.0929,0.278,126.009,388331,4,0.772,1
3856,0.725,1,-7.239,1,0.397,0.0539,3.52E-05,0.148,0.547,108.822,206267,4,0.549,0
3857,0.552,2,-9.3,1,0.276,0.0327,0,0.19,0.404,194.778,215510,4,0.559,0
3858,0.837,1,-8.281,1,0.0483,0.079,0.925,0.106,0.0397,127.987,424350,4,0.658,1
3859,0.79,0,-9.28,1,0.0977,0.0273,0.911,0.111,0.452,128.004,420000,4,0.684,1
3860,0.743,5,-5.166,0,0.0475,0.317,0,0.0909,0.932,118.988,212360,4,0.94,0
3861,0.745,1,-5.878,1,0.269,0.0227,2.37E-06,0.287,0.749,190.402,217440,4,0.875,0
3862,0.455,11,-10.393,0,0.0905,0.0949,0,0.0798,0.571,144.029,225008,4,0.678,0
3863,0.692,1,-6.672,1,0.41,0.0322,0.00608,0.315,0.527,193.892,237707,4,0.489,0
3864,0.822,5,-13.235,0,0.0425,0.000698,0.82,0.664,0.171,130.002,432000,4,0.696,1
3865,0.64,10,-7.633,1,0.0432,0.0247,0,0.079,0.425,141.957,150160,4,0.609,0
3866,0.981,11,-4.423,0,0.041,4.08E-05,0.894,0.313,0.253,128.01,409687,4,0.634,1
3867,0.346,8,-8.228,0,0.351,0.0151,7.04E-06,0.0871,0.376,150.032,220307,4,0.884,0
3868,0.421,1,-10.509,1,0.237,0.0129,0.000274,0.164,0.608,199.49,240840,4,0.899,0
3869,0.787,1,-11.031,1,0.0515,0.0038,0.909,0.135,0.0366,128.011,427552,4,0.781,1
3870,0.968,7,-6.178,1,0.0564,0.00079,0.905,0.121,0.157,131.996,314013,4,0.678,1
3871,0.838,7,-8.22,1,0.0781,0.00107,0.778,0.239,0.404,132.915,356719,3,0.549,1
3872,0.869,9,-5.05,0,0.0638,0.154,0,0.117,0.37,178.032,210013,4,0.653,0
3873,0.657,1,-7.149,1,0.317,0.0321,2.56E-06,0.339,0.648,163.969,245173,4,0.78,0
3874,0.735,0,-8.469,1,0.0465,0.000601,0.796,0.224,0.0928,123.007,489718,4,0.691,1
3875,0.742,10,-9.186,0,0.0543,0.00245,0.902,0.11,0.0375,128.015,496440,4,0.667,1
3876,0.819,1,-10.644,0,0.0503,0.00821,0.866,0.198,0.111,124.988,394315,4,0.794,1
3877,0.877,1,-6.423,1,0.0811,0.00368,0.84,0.108,0.0784,130,433846,4,0.731,1
3878,0.853,7,-4.293,1,0.188,0.0285,0.000296,0.618,0.346,189.39,211493,4,0.549,0
3879,0.777,7,-4.206,1,0.33,0.0627,0,0.381,0.767,180.408,311400,4,0.635,0
3880,0.568,8,-10.068,1,0.0673,0.000619,0.843,0.0981,0.415,126.022,380952,4,0.803,1
3881,0.615,5,-8.505,0,0.262,0.126,0,0.108,0.64,120.53,247693,5,0.531,0
3882,0.665,9,-9.923,1,0.0347,0.00617,0.899,0.284,0.149,124.991,348693,4,0.754,1
3883,0.738,8,-9.461,0,0.298,0.0992,3.72E-06,0.101,0.729,180.062,232000,4,0.664,0
3884,0.365,7,-18.719,1,0.305,0.316,0.0541,0.222,0.26,173.861,268067,4,0.677,0
3885,0.64,7,-9.97,1,0.0437,0.00256,0.789,0.0838,0.0349,127.01,403937,4,0.657,1
3886,0.887,1,-7.807,1,0.0601,0.00759,0.953,0.113,0.437,128.008,422330,4,0.734,1
3887,0.797,10,-7.537,0,0.0427,0.00959,0.889,0.0961,0.204,122.996,471896,3,0.667,1
3888,0.698,7,-5.089,1,0.508,0.0986,0,0.322,0.711,176.146,267013,4,0.73,0
3889,0.824,10,-4.477,0,0.459,0.329,0.0559,0.136,0.117,183.985,267930,4,0.694,0
3890,0.935,1,-6.844,1,0.167,0.017,0.677,0.305,0.148,124.993,370292,3,0.707,1
3891,0.329,0,-12.742,1,0.0906,0.765,0.925,0.0978,0.0647,119.973,275000,4,0.717,0
3892,0.933,9,-8.43,1,0.0764,0.00381,0.882,0.129,0.0531,126.999,417689,4,0.745,1
3893,0.922,4,-9.133,0,0.132,0.00467,0.924,0.0763,0.238,133.987,415522,4,0.61,1
3894,0.677,10,-5.548,1,0.0909,0.161,0,0.154,0.253,189.9,213733,4,0.635,0
3895,0.801,5,-3.769,1,0.0534,0.0144,1.49E-05,0.665,0.653,109.919,264893,4,0.76,0
3896,0.827,9,-3.432,1,0.215,0.294,8.68E-06,0.11,0.732,183.888,271427,4,0.877,0
3897,0.44,5,-6.587,0,0.0594,0.471,1.57E-06,0.0849,0.436,111.014,168811,4,0.797,0
